,Unnamed: 0,id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,price
5011,5011,9099,Men,Apparel,Bottomwear,Shorts,Blue,Fall,2011.0,Sports,ADIDAS Men Cfc H Sho Blue Shorts,2089
5012,5012,43756,Women,Accessories,Jewellery,Bangle,Gold,Summer,2012.0,Ethnic,Royal Diadem Set of 2 Golden Bangles,1831
5013,5013,13026,Women,Footwear,Shoes,Heels,Gold,Winter,2012.0,Casual,Inc 5 Women Casual Gold Heels,2903
5014,5014,27213,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Doodle Kids Boy Check Blue Shirt,4767
5015,5015,32197,Men,Apparel,Topwear,Kurtas,Olive,Summer,2012.0,Ethnic,Fabindia Men Printed Olive Kurta,1563
5016,5016,11315,Women,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,United Colors of Benetton Women Washed Blue Jeans,1209
5017,5017,25120,Women,Accessories,Bags,Clutches,Black,Winter,2015.0,Casual,Lino Perros Women Beaded Black Clutch,3214
5018,5018,57500,Men,Footwear,Sandal,Sandals,Brown,Summer,2012.0,Casual,Lee Cooper Men Brown Sandals,2155
5019,5019,33045,Women,Apparel,Topwear,Kurtas,Multi,Summer,2012.0,Ethnic,Mother Earth Women Printed Multi Coloured Kurta,2419
5020,5020,52072,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Myntra Men Blue T-shirt,2190
5021,5021,21580,Boys,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Chhota Bheem Kids-Boys Printed Pale Blue Tshirt,2113
5022,5022,36537,Women,Accessories,Wallets,Wallets,Grey,Summer,2012.0,Casual,United Colors of Benetton Women Grey Wallet,2823
5023,5023,44117,Men,Personal Care,Fragrance,Perfume and Body Mist,Black,Spring,2017.0,Casual,Hugo Men Just Different 100 ml Perfume,721
5024,5024,5230,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Classic Polo Men's Cari Black Polo T-shirt,1386
5025,5025,20452,Women,Accessories,Bags,Handbags,Green,Winter,2015.0,Casual,Baggit Women Dungi Hoor Green Handbag,2149
5026,5026,14667,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Basics Men White Slim Fit Checked Shirt,2249
5027,5027,33879,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Citizen Men Black Dial Watch,1489
5028,5028,58548,Women,Accessories,Cufflinks,Ties and Cufflinks,Brown,Spring,2013.0,Casual,Miami Blues Women Sunglasses,2616
5029,5029,50725,Men,Footwear,Shoes,Formal Shoes,Black,Winter,2018.0,Formal,Red Chief Men Black Formal Shoes,3220
5030,5030,34260,Boys,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Gini and Jony Boys Printed Red T-shirt,582
5031,5031,18896,Women,Apparel,Dress,Dresses,Cream,Fall,2011.0,Casual,Arrow Woman Solid Cream Dress,3209
5032,5032,19944,Unisex,Accessories,Bags,Backpacks,Blue,Fall,2011.0,Casual,Nike Unisex Cheyenne Blue Backpack,1267
5033,5033,7567,Men,Apparel,Topwear,Tshirts,Orange,Summer,2011.0,Sports,Nike Men's As Sublimated Orange T-shirt,1553
5034,5034,22305,Women,Footwear,Shoes,Heels,White,Winter,2012.0,Casual,Inc. 5 Women Casual White Heels,3564
5035,5035,16130,Women,Apparel,Topwear,Tops,Pink,Fall,2011.0,Casual,Tokyo Talkies Women Printed Pink Top,539
5036,5036,2015,Men,Apparel,Topwear,Tshirts,Black,Fall,2010.0,Casual,ADIDAS Mens Classic Collar Black Polo T-shirt,2728
5037,5037,43332,Women,Apparel,Topwear,Tunics,Grey,Summer,2012.0,Casual,United Colors of Benetton Women Grey Tunic,3085
5038,5038,54385,Women,Accessories,Bags,Handbags,Yellow,Summer,2012.0,Casual,Baggit Women Yellow Sling Bag,4676
5039,5039,13442,Women,Apparel,Topwear,Tops,White,Summer,2011.0,Casual,United Colors of Benetton Women Solid White Tops,4574
5040,5040,27677,Women,Accessories,Bags,Handbags,Blue,Winter,2015.0,Casual,Murcia Women Blue Handbag,3074
5041,5041,12590,Unisex,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Tantra Unisex Printed White Tshirts,1403
5042,5042,55257,Women,Personal Care,Makeup,Kajal and Eyeliner,Grey,Spring,2017.0,Casual,Lakme Absolute Forever Silk Grey Matter Eyeliner,4473
5043,5043,49608,Women,Footwear,Shoes,Casual Shoes,Red,Winter,2015.0,Casual,Catwalk Women Red Shoes,1205
5044,5044,31712,Women,Accessories,Jewellery,Earrings,Silver,Winter,2016.0,Ethnic,Fabindia Women Anusuya Silver Earrings,647
5045,5045,34052,Boys,Apparel,Bottomwear,Capris,Yellow,Summer,2012.0,Casual,Gini and Jony Boys Yellow 3/4 Length Pants,891
5046,5046,6687,Women,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,UCB Women's Basic Round Neck White T-shirt,3865
5047,5047,22137,Men,Footwear,Shoes,Formal Shoes,Brown,Fall,2012.0,Formal,Provogue Men Brown Formal Shoes,1674
5048,5048,46472,Men,Accessories,Watches,Watches,Brown,Winter,2016.0,Casual,Timex Men Brown Watch,4970
5049,5049,55859,Women,Personal Care,Nails,Nail Polish,Pink,Spring,2017.0,Casual,Colorbar Pro Baby Nail Lacquer 011,3659
5050,5050,35180,Unisex,Accessories,Bags,Backpacks,Grey,Spring,2013.0,Casual,Wildcraft Unisex Grey Backpack,4345
5051,5051,7755,Men,Apparel,Topwear,Tshirts,Purple,Fall,2011.0,Casual,Indigo Nation Men Indigo Purple Black Silver T-shirt,3663
5052,5052,13670,Unisex,Sporting Goods,Sports Equipment,Footballs,Gold,Fall,2011.0,Casual,Puma Unisex Liga XL Football,2438
5053,5053,18298,Women,Apparel,Topwear,Kurtas,Multi,Fall,2011.0,Ethnic,Aneri Women Multi Printed Kurta,680
5054,5054,27445,Women,Apparel,Topwear,Tshirts,Coffee Brown,Winter,2015.0,Casual,Jockey Women Coffee Brown T-shirt,4167
5055,5055,2227,Men,Footwear,Sandal,Sandals,Grey,Fall,2010.0,Sports,Puma Men Gypsy Grey Sandal,3128
5056,5056,43100,Men,Personal Care,Fragrance,Deodorant,Black,Spring,2017.0,Casual,Reebok Men Pack of 3 Deos,4268
5057,5057,26597,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012.0,Sports,Puma Men Faas 300 Black Sports Shoes,2394
5058,5058,55065,Women,Personal Care,Lips,Lipstick,Pink,Spring,2017.0,Casual,Lakme Enrich Satins Lipstick 128,1826
5059,5059,25312,Men,Accessories,Watches,Watches,Black,Summer,2017.0,Casual,Casio Outdoor Men Black Analogue-Digital Watches (AD164) SGW-400H-1BVDR,3728
5060,5060,40785,Men,Footwear,Flip Flops,Flip Flops,White,Summer,2012.0,Casual,Quiksilver Men White Flip Flops,3928
5061,5061,33277,Boys,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Gini and Jony Boys Washed Blue Jeans,555
5063,5063,36705,Men,Personal Care,Fragrance,Perfume and Body Mist,Blue,Spring,2017.0,Casual,Burberry Men Weekend Perfume,4760
5064,5064,15587,Men,Apparel,Topwear,Shirts,Pink,Fall,2011.0,Casual,Spykar Men Stripes Pink Shirts,4125
5065,5065,53392,Women,Apparel,Topwear,Kurtis,Cream,Summer,2012.0,Ethnic,Aurelia Women Cream Printed Kurti,4063
5066,5066,5002,Women,Apparel,Bottomwear,Shorts,Pink,Summer,2011.0,Casual,Gini and Jony Girl's Jolene Pink Kidswear,3762
5067,5067,12903,Men,Footwear,Shoes,Casual Shoes,Green,Fall,2011.0,Casual,Puma Men Whirlwind Classic Green Casual Shoes,4837
5068,5068,51258,Men,Accessories,Belts,Belts,Black,Winter,2012.0,Formal,Park Avenue Men Black & Brown Reversible Belt,3371
5069,5069,28290,Men,Accessories,Eyewear,Sunglasses,Blue,Winter,2016.0,Casual,Fastrack Men Sunglasses,4228
5070,5070,8180,Men,Apparel,Topwear,Shirts,Green,Summer,2011.0,Casual,Locomotive Men Check Ladd Green Shirts,3867
5071,5071,3568,Women,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,ADIDAS Women Black Training T-shirt,2975
5072,5072,48375,Men,Apparel,Topwear,Shirts,Black,Summer,2012.0,Casual,French Connection Men Black & Grey Shirt,2114
5073,5073,9052,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,ADIDAS Men Duramo 3 M White Sports Shoes,2300
5074,5074,6826,Men,Footwear,Sandal,Sandals,Grey,Summer,2011.0,Casual,Timberland Men Nekkol Grey Black Floater,2190
5075,5075,18405,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2012.0,Casual,Skechers Men USA Brown Shoe,2912
5076,5076,37876,Men,Accessories,Wallets,Wallets,Brown,Summer,2012.0,Casual,Hidekraft Men Brown leather Wallet,3216
5077,5077,40118,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,ADIDAS Men Red T-shirt,2389
5078,5078,21913,Women,Apparel,Topwear,Kurtas,Red,Fall,2011.0,Ethnic,BIBA Women Printed Red Kurta,1334
5079,5079,32538,Men,Personal Care,Fragrance,Perfume and Body Mist,Blue,Spring,2017.0,Casual,Playboy Men Ibiza Perfume,4989
5080,5080,57993,Women,Apparel,Dress,Dresses,Beige,Fall,2012.0,Casual,Latin Quarters Women Beige Dress,4287
5081,5081,40924,Boys,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Gini and Jony Boys Jeans Blue Jeans,4543
5082,5082,59035,Women,Footwear,Shoes,Heels,Metallic,Winter,2012.0,Casual,Carlton London Women Black Heels,1378
5083,5083,38230,Women,Accessories,Eyewear,Sunglasses,Brown,Winter,2016.0,Casual,Polaroid Women Sunglasses,3191
5084,5084,11588,Women,Apparel,Topwear,Kurtis,Green,Summer,2011.0,Ethnic,W Women Printed Green Kurtis,2072
5085,5085,15914,Men,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Formal,Black Coffee Men Striped Grey Slim Fit Shirt,587
5086,5086,1831,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2010.0,Sports,Nike Men's Air Impetus Shoe,3045
5087,5087,37278,Women,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,Tantra Women Navy Blue Curly Heart T-shirt,1215
5088,5088,45658,Men,Apparel,Innerwear,Briefs,White,Summer,2016.0,Casual,Park Avenue Men White Boxer Briefs,4613
5089,5089,15128,Men,Apparel,Bottomwear,Trousers,Cream,Winter,2014.0,Formal,Arrow  Men Solid Cream Trousers,4500
5090,5090,22598,Women,Apparel,Topwear,Tshirts,Purple,Fall,2011.0,Sports,Nike Women Purple T-shirt,4623
5091,5091,29170,Women,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,United Colors of Benetton Women Blue T-shirt,2756
5092,5092,26904,Women,Apparel,Topwear,Tops,Lavender,Summer,2012.0,Casual,Jealous 21 Women Lavender Top,3079
5093,5093,6228,Women,Apparel,Topwear,Tshirts,Pink,Summer,2011.0,Casual,UCB Women's Basic Round Pink T-shirt,1176
5094,5094,30861,Women,Apparel,Topwear,Kurtas,Mustard,Summer,2012.0,Ethnic,Fabindia Women Mustard Kurta,1315
5095,5095,49095,Women,Personal Care,Makeup,Compact,Skin,Spring,2017.0,Casual,Deborah Ultra Fine Compact Powder 02,3899
5096,5096,26138,Men,Apparel,Bottomwear,Trousers,Black,Summer,2012.0,Formal,John Miller Men Black Trousers,3659
5097,5097,18637,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Sports,Puma Men V.11 Speed Midnight Navy Tshirts,3109
5098,5098,54518,Men,Footwear,Shoes,Sports Shoes,White,Fall,2012.0,Sports,F Sports Men White Velocity Sports Shoes,3947
5099,5099,48147,Women,Accessories,Wallets,Wallets,Brown,Winter,2016.0,Casual,Fossil Women Brown Wallet,1683
5100,5100,50984,Women,Apparel,Innerwear,Briefs,Pink,Summer,2017.0,Casual,Enamor Women Cameo Rose Coloured Briefs,4650
5101,5101,9260,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Mark Taylor Men Blue Striped Shirt,2029
5102,5102,2688,Women,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,Inkfruit Women's Confession Green T-shirt,2758
5103,5103,4927,Women,Apparel,Topwear,Tops,Green,Summer,2011.0,Casual,Gini and Jony Girl's Venice Green Blue Kidswear,2529
5104,5104,39786,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Formal,Peter England Men Blue Formal Shirt,2619
5105,5105,38654,Men,Footwear,Shoes,Sports Shoes,White,Fall,2012.0,Sports,Nike Men Ballista White Sports Shoes,1152
5106,5106,59663,Women,Apparel,Saree,Sarees,Green,Fall,2012.0,Ethnic,FNF Green Printed Evening Wear Sari,2272
5107,5107,10802,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Wrangler Men Dodge Broad Accent Check Blue Shirt,2193
5108,5108,34099,Boys,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Doodle Boys Printed White T-shirt,1063
5109,5109,54940,Women,Apparel,Topwear,Tshirts,Burgundy,Summer,2012.0,Casual,Do u speak green Women Burgundy T-shirt,2724
5110,5110,42825,Women,Apparel,Innerwear,Briefs,Yellow,Summer,2012.0,Casual,Little Miss Intimates Women Yellow Brief,2602
5111,5111,29514,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Playboy Women White Dial Watch,4392
5112,5112,55892,Women,Personal Care,Nails,Nail Polish,Lavender,Spring,2017.0,Casual,Colorbar Exclusive Nail Lacquer 03,3012
5113,5113,23812,Men,Footwear,Flip Flops,Flip Flops,Black,Summer,2012.0,Casual,Puma Men Jiff Black Flip Flops,1570
5114,5114,48523,Women,Apparel,Dress,Jumpsuit,Magenta,Winter,2011.0,Casual,French Connection Women Magenta Playsuit,2299
5115,5115,9604,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,Scullers Men Scul White Black Shirts,4385
5116,5116,42019,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,ADIDAS Men Black Pural Desman Shoes,1619
5117,5117,12769,Women,Apparel,Topwear,Tops,Red,Fall,2011.0,Ethnic,Mother Earth Women Checks Red Shirts,810
5118,5118,17029,Men,Footwear,Flip Flops,Flip Flops,Black,Spring,2013.0,Casual,GAS Men Black Pine Flip Flops,2427
5119,5119,3930,Women,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,Jealous 21 Women's Green Owl T-shirt,4042
5120,5120,29726,Women,Accessories,Bags,Handbags,Teal,Summer,2012.0,Casual,Kiara Women Teal Handbag,3310
5121,5121,17815,Men,Footwear,Sandal,Sandals,Black,Fall,2011.0,Casual,Lee Cooper Men  Black Sandal,1068
5122,5122,9436,Unisex,Accessories,Headwear,Caps,Black,Fall,2011.0,Casual,Nike Unisex Rafa Bull Log Black Caps,1528
5123,5123,13489,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,FIFA Men Printed Navy Blue T-shirts,3717
5124,5124,52885,Women,Apparel,Saree,Sarees,Purple,Fall,2012.0,Ethnic,FNF Orange & Purple Sari,1727
5125,5125,45832,Women,Apparel,Topwear,Kurtas,White,Summer,2012.0,Ethnic,Vishudh Women White Kurta,921
5126,5126,56419,Women,Apparel,Innerwear,Bra,Pink,Winter,2015.0,Casual,Biara Women Pink Bra,4842
5127,5127,24039,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Locomotive Men Black Printed T-shirt,2953
5128,5128,38466,Women,Accessories,Bags,Mobile Pouch,Red,Summer,2012.0,Casual,Baggit Women Red Mobile Pouch,2802
5129,5129,59451,Men,Apparel,Topwear,Shirts,Blue,Fall,2012.0,Casual,Arrow Sport Men Blue Slim Fit Shirt,3819
5130,5130,4329,Unisex,Apparel,Topwear,Tshirts,Orange,Summer,2011.0,Casual,Tantra Kid's Unisex Feeding Me Orange Kidswear,1800
5131,5131,24805,Men,Footwear,Shoes,Sports Shoes,Black,Spring,2007.0,Sports,Decathlon Men Black F300 Sports Shoes,1239
5132,5132,20499,Women,Accessories,Bags,Handbags,Beige,Winter,2016.0,Casual,Baggit Women Jhuti Beige Handbag,1378
5133,5133,11118,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,Indigo Nation Men Solid White Shirts,3295
5134,5134,41668,Women,Footwear,Shoes,Heels,Silver,Winter,2012.0,Casual,Catwalk Women Silver Heels,936
5135,5135,33248,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Formal,Arrow Men White Striped Shirt,4548
5136,5136,5801,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,ADIDAS Men's Bubble Dark Blue T-shirt,2182
5137,5137,11924,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2013.0,Formal,Franco Leone Men Black Formal Shoes,3306
5138,5138,59697,Women,Apparel,Innerwear,Camisoles,Black,Summer,2014.0,Casual,Avirate Black Fitted Camisoles,3699
5139,5139,58745,Men,Accessories,Socks,Socks,White,Fall,2014.0,Casual,Fila Men White Ankle Dig Logo-H Socks,1794
5140,5140,28432,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,DKNY Women White Dial Chronograph Watch NY8315,4661
5141,5141,50528,Men,Apparel,Innerwear,Briefs,White,Summer,2016.0,Casual,Chromozome Men White Pack of 2 Briefs,1822
5142,5142,55866,Women,Personal Care,Nails,Nail Polish,Blue,Spring,2017.0,Casual,Colorbar Turquoise Nail Lacquer 88,1706
5143,5143,34851,Men,Footwear,Shoes,Casual Shoes,Charcoal,Summer,2012.0,Casual,Vans Men Bedford Charcoal Shoes,1328
5144,5144,54188,Men,Apparel,Innerwear,Briefs,Blue,Summer,2016.0,Casual,Jockey MC Men Blue Pack of 2 Briefs 8003,3965
5145,5145,2218,Men,Footwear,Sandal,Sandals,Black,Fall,2010.0,Casual,Puma Men F1 Black Sandal,2775
5146,5146,8722,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,Indigo Nation Men Stripes Green Shirts,2762
5147,5147,22934,Women,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fastrack Women Black Casual Watch,3217
5148,5148,35983,Women,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Flying Machine Women Poopy Red T-shirt,3553
5149,5149,28600,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012.0,Sports,Fila Men Torando Black Sports Shoes,3564
5150,5150,7558,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Sports,Nike Men's Sublimated Dark Grey T-shirt,4913
5151,5151,27648,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Superman Men Printed Black T-shirt,4169
5152,5152,55268,Women,Personal Care,Makeup,Kajal and Eyeliner,Grey,Spring,2017.0,Casual,Lakme Absolute Shine Line Smoky Grey Eye Liner,4489
5153,5153,19147,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,United Colors of Benetton Men Solid White Polo Tshirt,1528
5154,5154,16933,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,Inkfruit Men Green Awesome Printed T-Shirt,1133
5155,5155,49637,Women,Apparel,Topwear,Tops,Pink,Summer,2012.0,Casual,Mineral Women Dark Pink Top,3025
5156,5156,52871,Women,Personal Care,Fragrance,Deodorant,Blue,Spring,2017.0,Casual,F5 Women Pack of 3 Deos,2118
5157,5157,39540,Women,Apparel,Innerwear,Bra,White,Winter,2015.0,Casual,Bwitch Women White Bra,4600
5158,5158,44914,Men,Apparel,Bottomwear,Track Pants,Blue,Summer,2012.0,Casual,Puma Men Blue Track Pants,1597
5159,5159,38492,Boys,Apparel,Topwear,Tshirts,Yellow,Summer,2012.0,Casual,Gini and Jony Boys Core Yellow T-shirt,4874
5160,5160,40588,Women,Apparel,Topwear,Kurtas,Maroon,Summer,2012.0,Ethnic,Aurelia Women Maroon Kurta,3083
5161,5161,25923,Women,Apparel,Topwear,Tshirts,Pink,Summer,2012.0,Casual,Femella Women Pink T-shirt,1199
5162,5162,36508,Women,Accessories,Bags,Handbags,Cream,Summer,2012.0,Casual,United Colors of Benetton Women Cream Handbag,2833
5163,5163,44128,Men,Personal Care,Fragrance,Perfume and Body Mist,Black,Spring,2017.0,Casual,Baldessarini Men Perfume,4060
5164,5164,14658,Men,Apparel,Bottomwear,Trousers,Beige,Fall,2011.0,Casual,Probase Men Check Grey Trousers,3084
5165,5165,33846,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Puma Men Future Cat Black Shoes,3334
5166,5166,58577,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Puma Men Black T-shirt,687
5167,5167,8948,Men,Apparel,Bottomwear,Trousers,Navy Blue,Fall,2011.0,Formal,Indigo Nation Men ID Printed Navy Blue Trousers,940
5168,5168,28264,Men,Personal Care,Fragrance,Deodorant,Blue,Spring,2017.0,Casual,Gatsby Men Spicy Deo,4957
5169,5169,19523,Men,Apparel,Topwear,Sweaters,Grey,Fall,2011.0,Casual,United Colors of Benetton Men Grey Sweater,733
5170,5170,43769,Women,Accessories,Jewellery,Earrings,Purple,Summer,2012.0,Casual,Royal Diadem Purple Earrings,4189
5171,5171,13019,Women,Footwear,Shoes,Heels,Pink,Winter,2012.0,Casual,Inc 5 Women Casual Pink Heels,3823
5172,5172,37882,Unisex,Accessories,Socks,Socks,Black,Summer,2016.0,Casual,Happy Socks Unisex Black Socks,4682
5173,5173,39124,Women,Apparel,Bottomwear,Leggings,Beige,Fall,2012.0,Casual,Aneri Women Beige Leggings,3163
5174,5174,56089,Women,Personal Care,Lips,Lip Gloss,Pink,Spring,2017.0,Casual,Colorbar Jewel Bright Star Shine Lip Gloss 03,1702
5175,5175,57967,Women,Apparel,Saree,Sarees,Green,Fall,2012.0,Ethnic,Prafful Green Printed Sari,2632
5176,5176,20009,Men,Apparel,Topwear,Tshirts,Olive,Fall,2011.0,Casual,United Colors of Benetton Olive T-shirt,894
5177,5177,52429,Women,Apparel,Loungewear and Nightwear,Nightdress,White,Winter,2015.0,Casual,Red Rose Women White Nightdress,3037
5178,5178,14832,Men,Accessories,Belts,Belts,Black,Summer,2011.0,Casual,United Colors of Benetton Men Solid Black Belts,3461
5179,5179,57369,Women,Apparel,Innerwear,Briefs,Lavender,Winter,2015.0,Casual,Amante Women Lavender Briefs PCMV01,4938
5180,5180,25749,Men,Accessories,Belts,Belts,Charcoal,Winter,2015.0,Casual,Lino Perros Men Leather Charcoal Belt,4089
5181,5181,39316,Boys,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Gini and Jony Boys Printed White T-shirt,1118
5182,5182,58321,Men,Accessories,Socks,Socks,White,Summer,2016.0,Sports,Jockey LCESCBRA Men White Pack of 3 Socks 2004,3660
5183,5183,5459,Men,Footwear,Shoes,Sports Shoes,Grey,Summer,2011.0,Sports,Nike Men's Dual Fusion Grey Shoe,2318
5184,5184,16759,Women,Accessories,Bags,Handbags,White,Winter,2015.0,Casual,Spice Art Women Copper Glass White Handbags,3800
5185,5185,31947,Men,Footwear,Shoes,Sports Shoes,Grey,Summer,2012.0,Sports,Nike Men Air Pegasus Grey Sports Shoes,2034
5186,5186,29184,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,United Colors of Benetton Men Blue Shirt,3663
5187,5187,46029,Women,Accessories,Jewellery,Pendant,Silver,Winter,2016.0,Casual,Estelle Silver Plated Pendant With Chain,4822
5188,5188,27822,Men,Accessories,Belts,Belts,Brown,Summer,2013.0,Casual,Bulchee Men Brown Leather Belt,2892
5189,5189,34409,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Myntra Men Black Rider Performance T-shirt,2668
5190,5190,28056,Men,Apparel,Innerwear,Briefs,White,Winter,2016.0,Casual,Jockey ELANCE Men Pack of 2 White Briefs 1009,3045
5191,5191,30895,Women,Apparel,Bottomwear,Patiala,White,Summer,2012.0,Ethnic,Fabindia Women Printed White & Red Patiala,1224
5192,5192,8346,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,ADIDAS Men Slimsoll White Sports Shoes,4148
5193,5193,49061,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2012.0,Casual,Flying Machine Men Brown Shoes,900
5194,5194,19711,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,United Colors of Benetton Men Check Red Shirt,2974
5195,5195,46815,Girls,Apparel,Topwear,Tops,Yellow,Summer,2012.0,Casual,Gini and Jony Girls Yellow Top,4477
5196,5196,50970,Women,Apparel,Innerwear,Bra,Purple,Summer,2017.0,Casual,Enamor Women Purple Bra,2976
5197,5197,50510,Men,Apparel,Innerwear,Briefs,Red,Winter,2016.0,Casual,Chromozome Men Red Briefs,2618
5198,5198,34055,Boys,Apparel,Bottomwear,Capris,Blue,Summer,2012.0,Casual,Palm Tree Boys Washed Blue 3/4 Length Pants,1389
5199,5199,6680,Men,Footwear,Shoes,Sports Shoes,Grey,Summer,2011.0,Sports,Nike Men's Zoom Vomero 5 Grey Blue Shoe,1329
5200,5200,35187,Unisex,Accessories,Bags,Backpacks,Blue,Spring,2013.0,Casual,Wildcraft Unisex Blue & Grey Backpack,895
5201,5201,7752,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Indigo Nation Men Indigo White Black Silver T-shirt,2045
5202,5202,46475,Men,Accessories,Watches,Watches,Blue,Winter,2016.0,Casual,Timex Men Blue Dial Watch,530
5203,5203,22130,Men,Footwear,Shoes,Formal Shoes,Black,Fall,2011.0,Formal,Provogue Men Black Formal Shoes,2313
5204,5204,43107,Women,Personal Care,Fragrance,Perfume and Body Mist,White,Spring,2017.0,Casual,Paris Hilton Women Tease Woman Eau De Parfum 100Ml,965
5205,5205,2220,Men,Footwear,Sandal,Sandals,Black,Fall,2010.0,Sports,Puma Men Carbon Black Sandal,2105
5206,5206,27442,Women,Apparel,Topwear,Tshirts,Blue,Winter,2015.0,Casual,Jockey Women Blue T-Shirt,2456
5207,5207,13677,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,ADIDAS Men Running White Sports Shoes,756
5209,5209,26590,Men,Footwear,Flip Flops,Flip Flops,Black,Summer,2012.0,Casual,Puma Men Aqua Cat II Power Black Flip Flops,4790
5210,5210,25315,Men,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Casio Youth Series Men Digital Watch W-734D-1AVDF(D091),1712
5212,5212,5839,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Sports,Puma Men's Motorsport Better Blue T-shirt,3575
5213,5213,33270,Girls,Apparel,Bottomwear,Skirts,White,Summer,2012.0,Casual,Gini & Jony Girls White Skirt,1008
5214,5214,40782,Men,Footwear,Flip Flops,Flip Flops,Multi,Summer,2012.0,Casual,Quiksilver Men Multi Coloured Flip Flops,3504
5215,5215,36702,Men,Personal Care,Fragrance,Perfume and Body Mist,Blue,Spring,2017.0,Casual,Yves Saint Laurent Men Kouros Perfume,4421
5216,5216,5005,Women,Apparel,Bottomwear,Skirts,Red,Summer,2011.0,Casual,Gini and Jony Girl's Glinda Red Kidswear,2519
5217,5217,14452,Women,Footwear,Shoes,Heels,Black,Summer,2012.0,Casual,Enroute Women Casual Black Flats,1067
5218,5218,53395,Women,Apparel,Topwear,Kurtas,White,Fall,2012.0,Ethnic,Alma Women White Printed Kurta,2768
5219,5219,20667,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Classic Polo Men Striped White Tshirt,2303
5220,5220,25127,Women,Accessories,Bags,Clutches,Purple,Winter,2015.0,Casual,Lino Perros Women Gems Purple Clutch,2684
